"STREET","CITY","REGION","ZIP","CC2"
"Avenida Brigadeiro Faria Lima","São Paulo","SP","04538-132","BR"
"Rua Filadélfia","São Paulo","SP","04564-050","BR"
"Rua Califórnia","São Paulo","SP","04566-060","BR"
"Praça Engenheiro Dácio Morais Júnior","São Paulo","SP","04640-010","BR"
"Rua Maria José Rangel","São Paulo","SP","04650-180","BR"
"Rua Antônio Masi","São Paulo","SP","04671-330","BR"
"Avenida Engenheiro Eusébio Stevaux","São Paulo","SP","04696-000","BR"
"Praça Camafeu","São Paulo","SP","04696-020","BR"
"Rua Henrique Fischer","São Paulo","SP","04705-090","BR"
"Rua Cancioneiro Popular","São Paulo","SP","04710-000","BR"
"Rua Acari","São Paulo","SP","04730-080","BR"
"Rua Irmã Haydêe Ribeiro","São Paulo","SP","04736-010","BR"
"Viela Purini","São Paulo","SP","04770-200","BR"
"Avenida das Nações Unidas","São Paulo","SP","04795-913","BR"
"Rua Eduardo Ramos","São Paulo","SP","04822-270","BR"
"Rua Pai Gomes Charinho","São Paulo","SP","04832-160","BR"
"Rua Diogo das Neves Pires","São Paulo","SP","04840-350","BR"
"Rua Ana Reimberg Hemmel","São Paulo","SP","04844-390","BR"
"Rua Sinfonia Paris","São Paulo","SP","04844-565","BR"
"Rua José Leandro de Campos","São Paulo","SP","04845-190","BR"
"Rua Jaime Biscarri","São Paulo","SP","04848-130","BR"
"Rua Cisne Azul","São Paulo","SP","04851-430","BR"
"Rua Primavera","São Paulo","SP","04852-503","BR"
"Rua Antônio Salim Hissa Filho","São Paulo","SP","04856-020","BR"
"Rua Sapitica","São Paulo","SP","04858-230","BR"
"Rua Forte Augusto","São Paulo","SP","04865-090","BR"
"Rua Duas Irmãs","São Paulo","SP","04866-175","BR"
"Rua Doutor Antonio Faria de Miranda","São Paulo","SP","04895-041","BR"
"Rua José de Oliveira","São Paulo","SP","04930-170","BR"
"Rua Magna Grécia","São Paulo","SP","04962-130","BR"
"Rua Cerro Corá","São Paulo","SP","05061-906","BR"
"Rua William Speers","São Paulo","SP","05065-902","BR"
"Rua Jacinto Kerry Valente","São Paulo","SP","05089-050","BR"
"Rua Dinah Silveira de Queiroz","São Paulo","SP","05119-090","BR"
"Rua Brigadeiro Henrique Fontenelle","São Paulo","SP","05125-001","BR"
"Rua Durval Fernandes Chaves","São Paulo","SP","05136-230","BR"
"Avenida Raimundo Pereira de Magalhães","São Paulo","SP","05145-901","BR"
"Rua Giovanni Narcisi","São Paulo","SP","05159-360","BR"
"Viela Dois","São Paulo","SP","05180-020","BR"
"Rua General Horta","São Paulo","SP","05181-490","BR"
"Rua Gaetano Gioja","São Paulo","SP","05183-180","BR"
"Avenida Chica Luísa","São Paulo","SP","05183-270","BR"
"Rua Carlos Ebolu","São Paulo","SP","05183-290","BR"
"Rua Antônio Cardoso Nogueira","São Paulo","SP","05184-000","BR"
"Rua Carcino","São Paulo","SP","05223-060","BR"
"Rua Lajes Pintadas","São Paulo","SP","05268-190","BR"
"Rua Elis Regina","São Paulo","SP","05273-010","BR"
"Rua Doutor Seidel","São Paulo","SP","05315-000","BR"
"Rua José Ferreira Keffer","São Paulo","SP","05327-020","BR"
"Rua Carlos Alberto Soares de Freitas","São Paulo","SP","05328-105","BR"
"Rua Renato de Castro","São Paulo","SP","05376-180","BR"
"Rua Manoel Dias Amaro","São Paulo","SP","05388-060","BR"
"Rua Sebastiano Mainardi","São Paulo","SP","05388-150","BR"
"Rua Florêncio de Abreu","São Paulo","SP","01029-901","BR"
"Avenida Angélica","São Paulo","SP","01227-200","BR"
"Rua Cardoso de Almeida","São Paulo","SP","01251-000","BR"
"Rua Antonina","São Paulo","SP","01255-010","BR"
"Rua São Miguel","São Paulo","SP","01308-040","BR"
"Avenida Paulista","São Paulo","SP","01311-914","BR"
"Alameda Rio Claro","São Paulo","SP","01332-906","BR"
"Rua da Consolação","São Paulo","SP","01416-902","BR"
"Travessa das Estrelas Novas","São Paulo","SP","01426-040","BR"
"Praça Doutor João Mendes","São Paulo","SP","01501-001","BR"
"Rua Heitor Peixoto","São Paulo","SP","01543-000","BR"
"Rua São João del Rei","São Paulo","SP","01546-120","BR"
"Avenida Conceição","São Paulo","SP","02072-001","BR"
"Rua Articura","São Paulo","SP","02084-150","BR"
"Rua Prefeito Milton Improta","São Paulo","SP","02119-020","BR"
"Travessa Manuel Lainez","São Paulo","SP","02123-005","BR"
"Rua Hiroshima","São Paulo","SP","02131-040","BR"
"Praça Lourenço de Bellis","São Paulo","SP","02138-000","BR"
"Rua Antionha","São Paulo","SP","02140-030","BR"
"Praça Cláudio Leonardi","São Paulo","SP","02147-015","BR"
"Rua João de Lara da Cunha","São Paulo","SP","02190-080","BR"
"Rua Alípio de Sousa","São Paulo","SP","02201-020","BR"
"Rua Carlos Alberto Luiz","São Paulo","SP","02207-080","BR"
"Travessa Ana Ferrara","São Paulo","SP","02209-150","BR"
"Rua Armando Paim","São Paulo","SP","02216-060","BR"
"Rua Joaquim de Souza Pacheco Filho","São Paulo","SP","02217-020","BR"
"Travessa Carlos Cardin","São Paulo","SP","02221-140","BR"
"Avenida Major Roberto dos Santos","São Paulo","SP","02224-010","BR"
"Praça Erotides de Campos","São Paulo","SP","02227-310","BR"
"Rua Cruz de Malta","São Paulo","SP","02248-001","BR"
"Travessa Halésia","São Paulo","SP","02280-105","BR"
"Rua Tríplice Aliança","São Paulo","SP","02320-160","BR"
"Rua Salvador Álvares","São Paulo","SP","02354-240","BR"
"Rua José Corrêa Gomes","São Paulo","SP","02357-100","BR"
"Rua H","São Paulo","SP","02360-281","BR"
"Rua Bias","São Paulo","SP","02371-020","BR"
"Rua Luiz Janucci","São Paulo","SP","02375-170","BR"
"Praça Antônio Zunkeller Leite","São Paulo","SP","02408-000","BR"
"Travessa Francisco Queirolo","São Paulo","SP","02417-122","BR"
"Rua Eduardo Zumkeller","São Paulo","SP","02420-030","BR"
"Rua Diogo Grasson Tinoco","São Paulo","SP","02435-010","BR"
"Rua Sion","São Paulo","SP","02441-070","BR"
"Travessa Padre Rosano Stofella","São Paulo","SP","02467-103","BR"
"Travessa Pedro Romero","São Paulo","SP","02468-075","BR"
"Rua Aída Gomes Toledo","São Paulo","SP","02472-050","BR"
"Rua Arpuí","São Paulo","SP","02514-050","BR"
"Rua Padre Antônio D'Ângelo","São Paulo","SP","02516-040","BR"
"Travessa Isabela Leonarda","São Paulo","SP","02545-120","BR"
"Travessa do Limão","São Paulo","SP","02551-110","BR"
"Rua Luiz Macário de Castro","São Paulo","SP","02672-010","BR"
"Rua Icatuaçu","São Paulo","SP","02757-100","BR"
"Rua André Martins","São Paulo","SP","02759-040","BR"
"Rua Dirceu da Conceição Pinto","São Paulo","SP","02765-080","BR"
"Praça Joaquim Vagliengo","São Paulo","SP","02831-040","BR"
"Rua Crespo de Carvalho","São Paulo","SP","02832-210","BR"
"Rua Cristóvão Santiago","São Paulo","SP","02871-040","BR"
"Passagem Salvador","São Paulo","SP","02873-011","BR"
"Rua Mário de Sá Carneiro","São Paulo","SP","02882-140","BR"
"Travessa José Rovira","São Paulo","SP","02916-010","BR"
"Rua Enrico Carafa","São Paulo","SP","02932-010","BR"
"Rua São Urbano","São Paulo","SP","02966-000","BR"
"Rua Nova Era","São Paulo","SP","02968-010","BR"
"Travessa Erasmus Lapicida","São Paulo","SP","02990-325","BR"
"Rua João Aires","São Paulo","SP","02994-060","BR"
"Travessa Nunes Chagas","São Paulo","SP","02997-001","BR"
"Rua Vitoantônio del Vecchio","São Paulo","SP","03124-070","BR"
"Rua Santa Cruz das Palmeiras","São Paulo","SP","03152-030","BR"
"Rua Almirante Brasil","São Paulo","SP","03164-120","BR"
"Rua da Mooca","São Paulo","SP","03165-901","BR"
"Rua Marcial","São Paulo","SP","03169-901","BR"
"Rua Clemente Bonifácio","São Paulo","SP","03192-010","BR"
"Rua Susana","São Paulo","SP","03223-000","BR"
"Rua Juvena","São Paulo","SP","03251-090","BR"
"Rua Três Lagoas","São Paulo","SP","03254-210","BR"
"Rua Santo Antônio do Ica","São Paulo","SP","03265-140","BR"
"Rua Itapororoca","São Paulo","SP","03268-070","BR"
"Rua Nicolino Guilherme Cândido","São Paulo","SP","03272-040","BR"
"Rua Visconde de Goiana","São Paulo","SP","03273-120","BR"
"Rua Dona Cândida","São Paulo","SP","03324-080","BR"
"Avenida Trumain","São Paulo","SP","03366-000","BR"
"Rua Basílio Viana Júnior","São Paulo","SP","03382-040","BR"
"Rua Lázaro Gonçalves Fraga","São Paulo","SP","03385-060","BR"
"Rua Waldemar Gardenghi","São Paulo","SP","03408-029","BR"
"Rua Monte Mor","São Paulo","SP","03427-010","BR"
"Rua Taubaté","São Paulo","SP","03433-000","BR"
"Rua Odete Gomes Barreto","São Paulo","SP","03441-010","BR"
"Rua Doutor Mariano Cursino de Moura","São Paulo","SP","03451-000","BR"
"Rua Professor Martim Damy","São Paulo","SP","03505-020","BR"
"Rua Adauto de Assis","São Paulo","SP","03516-060","BR"
"Praça Lions Clube de Vila Matilde","São Paulo","SP","03541-005","BR"
"Rua Caicó","São Paulo","SP","03551-060","BR"
"Rua Helena Ricceli Luchetti","São Paulo","SP","03570-310","BR"
"Rua Macaóca","São Paulo","SP","03572-170","BR"
"Rua Arrabalde da Ponte","São Paulo","SP","03574-060","BR"
"Rua Francisco de Almada","São Paulo","SP","03579-280","BR"
"Rua Domingos José Pelegi","São Paulo","SP","03581-190","BR"
"Rua Ararandéua","São Paulo","SP","03583-100","BR"
"Rua Tuapé","São Paulo","SP","03607-040","BR"
"Travessa Arthur Botelho","São Paulo","SP","03644-003","BR"
"Rua Cecília","São Paulo","SP","03651-040","BR"
"Praça Santa Quitéria","São Paulo","SP","03688-130","BR"
"Avenida Frederick Hoffmann","São Paulo","SP","03693-040","BR"
"Avenida Cangaíba","São Paulo","SP","03711-007","BR"
"Rua Luciano Antônio Rodrigues","São Paulo","SP","03712-040","BR"
"Rua Domingos Belmonte","São Paulo","SP","03716-100","BR"
"Alameda Aurora","Bragança Paulista","SP","12916-397","BR"
"Rua Marginal Um","Bragança Paulista","SP","12918-142","BR"
"Rua dos Jacarandás","Bragança Paulista","SP","12918-223","BR"
"Rua José Rodrigues de Sousa","Bragança Paulista","SP","12926-332","BR"
"Rua Major Juvenal Alvim","Atibaia","SP","12940-060","BR"
"Rua Nagib Salles","Atibaia","SP","12940-304","BR"
"Rua João Serbino","Atibaia","SP","12942-500","BR"
"Rua Santo Rosa","Atibaia","SP","12943-050","BR"
"Rua Alcebíades Chicaroni","Atibaia","SP","12943-380","BR"
"Rua Antonio Puga Archilla","Atibaia","SP","12944-310","BR"
"Rua Geralda Alves Macedo","Atibaia","SP","12945-120","BR"
"Rua dos Filodendros","Atibaia","SP","12946-715","BR"
"Praça Ministro Doutor José Geraldo Rodrigues Alckimin","Atibaia","SP","12947-262","BR"
"Rua Três","Atibaia","SP","12949-100","BR"
"Estrada E","Atibaia","SP","12952-481","BR"
"Rua da Torre","Atibaia","SP","12954-414","BR"
"Alameda dos Manacás","Atibaia","SP","12954-739","BR"
"Rua Antônio Lapa","Campinas","SP","13025-240","BR"
"Avenida John Boyd Dunlop","Campinas","SP","13032-377","BR"
"Rua Santa Rosa do Viterbo","Campinas","SP","13041-260","BR"
"Estrada Municipal","Campinas","SP","13042-846","BR"
"Rua Agnaldo Macedo","Campinas","SP","13044-000","BR"
"Rua da Libertação","Campinas","SP","13044-784","BR"
"Rua João Barbosa","Campinas","SP","13049-038","BR"
"Rua Adão Soares da Silva","Campinas","SP","13049-127","BR"
"Rua Odilla Longo Fiquetti","Campinas","SP","13049-380","BR"
"Rua Geraldo Vicente","Campinas","SP","13049-429","BR"
"Avenida das Amoreiras","Campinas","SP","13050-035","BR"
"Rua dos Manacás","Campinas","SP","13050-078","BR"
"Rua Gastão Rocha Leão","Campinas","SP","13050-400","BR"
"Rua André de Souza Campos","Campinas","SP","13050-730","BR"
"Rua Sebastião Ananias Nogueira","Campinas","SP","13051-101","BR"
"Rua Maria José Simões Aguiar","Campinas","SP","13052-510","BR"
"Rua Maria Cristina de Lima Tavares Correia","Campinas","SP","13053-243","BR"
"Rua Iracema Santos de Oliveira","Campinas","SP","13053-310","BR"
"Rua Abigail Zeni Nader","Campinas","SP","13054-500","BR"
"Rua Virgilina D. M. Santos","Campinas","SP","13056-002","BR"
"Rua Raimunda Ezilda de Gois","Campinas","SP","13056-193","BR"
"Rua Rodney Ricci","Campinas","SP","13056-227","BR"
"Rua Oito","Campinas","SP","13057-179","BR"
"Rua Valter Moraes","Campinas","SP","13057-526","BR"
"Rua Celso Soares Couto","Campinas","SP","13058-050","BR"
"Rua Carlos Fiolo","Campinas","SP","13058-149","BR"
"Rua Manuela Joaquina de Oliveira Santos","Campinas","SP","13058-169","BR"
"Rua Romeu Micheloni","Campinas","SP","13058-303","BR"
"Rua José de Toledo Neto","Campinas","SP","13058-838","BR"
"Rua Pastor Antonio Silverio","Campinas","SP","13059-853","BR"
"Rua União","Campinas","SP","13060-052","BR"
"Passagem Famosa","Campinas","SP","13060-272","BR"
"Rua Roza Morganti Bueno","Campinas","SP","13060-755","BR"
"Rua Augusta Parreira Belintani","Campinas","SP","13061-253","BR"
"Rua Joaquim Tarso Gallace Zambom","Campinas","SP","13064-400","BR"
"Rua Colomba Lorencetti Lunardi","Campinas","SP","13064-730","BR"
"Rua Papa Santo Estevão","Campinas","SP","13068-233","BR"
"Rua São Judas Tadeu","Campinas","SP","13068-265","BR"
"Rua Dom Eugênio de Araújo Sales","Campinas","SP","13068-305","BR"
"Rua Sampaio Vidal","Campinas","SP","13070-090","BR"
"Praça Noel Rosa","Campinas","SP","13070-109","BR"
"Rua Erasmo Braga","Campinas","SP","13070-147","BR"
"Rua Fernando Martini","Campinas","SP","13073-060","BR"
"Rua Doutor Sebastião Otranto","Campinas","SP","13075-620","BR"
"Rua Projetada E","Praia Grande","SP","11710-320","BR"
"Rua Antônio Rodrigues dos Reis","Praia Grande","SP","11722-100","BR"
"Rua Geraldo Lucas Evangelista","Praia Grande","SP","11724-250","BR"
"Rua Itapoã","Taubaté","SP","12040-630","BR"
"Rua Campos de Jordão","Taubaté","SP","12060-060","BR"
"Rua José Vicente de Barros","Taubaté","SP","12061-000","BR"
"Rua Waldomiro Berbare","Taubaté","SP","12061-440","BR"
"Praça Professor Emílio Simonetti","Taubaté","SP","12080-221","BR"
"Rua das Azaléas","Taubaté","SP","12090-240","BR"
"Rua Tucano","Taubaté","SP","12093-742","BR"
"Rua José Beatriz","Taubaté","SP","12095-200","BR"
"Travessa Rio de Janeiro","São José dos Campos","SP","12209-270","BR"
"Via Nair de Souza Camargo Oliveira","São José dos Campos","SP","12223-105","BR"
"Rua Vinte e Nove de Junho","São José dos Campos","SP","12225-520","BR"
"Rua Terceiro-Sargento-Polícia Militar Alexandre de Souza Roberto","São José dos Campos","SP","12226-370","BR"
"Rua Landulfo Caetano dos Santos","São José dos Campos","SP","12229-072","BR"
"Rua Porto Novo","São José dos Campos","SP","12230-060","BR"
"Rua Paulo da Silva Santos","São José dos Campos","SP","12230-091","BR"
"Rua Carina","São José dos Campos","SP","12230-440","BR"
"Rua Cotegipe","São José dos Campos","SP","12230-551","BR"
"Rua Paranapanema","São José dos Campos","SP","12231-510","BR"
"Avenida Antônio Joaquim de Alvarenga Filho","São José dos Campos","SP","12232-570","BR"
"Praça das Bandeiras","São José dos Campos","SP","12233-003","BR"
"Rua Roberto Baranov","São José dos Campos","SP","12234-190","BR"
"Rua Alenquer","São José dos Campos","SP","12235-800","BR"
"Rua Doutor Octávio Monteiro Becker","São José dos Campos","SP","12236-066","BR"
"Rua Raimundo Batista Conceição","São José dos Campos","SP","12237-591","BR"
"Rua Búzios","São José dos Campos","SP","12238-370","BR"
"Rua Ubatuba","São José dos Campos","SP","12243-130","BR"
"Rua Arnaldo Pinto Pereira","São José dos Campos","SP","12244-310","BR"
"Avenida Ub-31","São José dos Campos","SP","12244-511","BR"
"Rua Euclides Miragaia","São José dos Campos","SP","12245-902","BR"
"Rua dos Cirurgiões Dentistas","São José dos Campos","SP","12248-515","BR"
"Rua Durvalina Costa da Silva","Caçapava","SP","12285-405","BR"
"Rua Bolívia","Caçapava","SP","12286-020","BR"
"Rua Professora Zélia de Souza Madureira","Caçapava","SP","12286-210","BR"
"Rua Cantídio Victor","Caçapava","SP","12289-400","BR"
"Travessa Ciro de Andrade","Caçapava","SP","12295-232","BR"
"Rua Walter Durst","Jacareí","SP","12301-611","BR"
"Rua Maria Martins","Jacareí","SP","12301-635","BR"
"Rua Veneza","Jacareí","SP","12307-310","BR"
"Rua Montese","Jacareí","SP","12307-380","BR"
"Rua da Penha","Jacareí","SP","12307-700","BR"
"Rua Eurípedes Barsanulfo","Jacareí","SP","12312-370","BR"
"Rodovia Presidente Dutra","Jacareí","SP","12321-902","BR"
"Rua Luciana de Souza Magalhães","Jacareí","SP","12334-441","BR"
"Rua Benedito Garboci","Jacareí","SP","12335-506","BR"
"Alameda dos Ipês","Jacareí","SP","12340-601","BR"
"Praça Doutor Francisco Romeiro","Pindamonhangaba","SP","12400-210","BR"
"Rua Irene Prado de Jesus","Pindamonhangaba","SP","12405-100","BR"
"Rua José Emiliano dos Santos","Pindamonhangaba","SP","12411-180","BR"
"Rua José Estevam de Amorim","Pindamonhangaba","SP","12423-780","BR"
"Rua Orondina Sathler Rodrigues","Pindamonhangaba","SP","12442-440","BR"
"Travessa Tamandaré","Guaratinguetá","SP","12503-710","BR"
"Estrada Municipal","Guaratinguetá","SP","12503-780","BR"
"Rua Benedito Paula dos Santos","Guaratinguetá","SP","12505-220","BR"
"Rua Izabel Costa dos Santos","Guaratinguetá","SP","12508-380","BR"
"Rua Deputado Roberto Cardoso Alves","Guaratinguetá","SP","12510-510","BR"
"Rua Expedicionário Benedito Patrício","Guaratinguetá","SP","12511-040","BR"
"Rua Maria das Dores Gonçalves","Guaratinguetá","SP","12515-090","BR"
"Rua Doutor Antônio Andrade Costa","Guaratinguetá","SP","12517-130","BR"
"Rua Jair dos Santos","Guaratinguetá","SP","12518-290","BR"
"Avenida São José","Lorena","SP","12600-560","BR"
"Rua Severino Fittipaldi","Lorena","SP","12602-320","BR"
"Rua Gonçalves Dias","Lorena","SP","12606-450","BR"
"Rua Eunice Bastos Galvão","Lorena","SP","12609-110","BR"
"Rua Domingos S. Gilio Lopes","Lorena","SP","12610-160","BR"
"Rua Milton C de Medeiros","Lorena","SP","12610-205","BR"
"Viela Carlos Corsi Guazelli","Cruzeiro","SP","12702-065","BR"
"Rua Plínio Moreira","Cruzeiro","SP","12712-060","BR"
"Rua Cavalheiro Euclides","Cruzeiro","SP","12720-630","BR"
"Rua Doutor Geraldo Cosme de Menezes","Cruzeiro","SP","12721-628","BR"
"Rua Dom Aguirre","Bragança Paulista","SP","12900-430","BR"
"Rua Canadá","Bragança Paulista","SP","12903-391","BR"
"Rua Voluntário Juvenal Vasconcelos","Bragança Paulista","SP","12908-411","BR"
"Avenida Djanira Brandi Bertolotti","Bragança Paulista","SP","12908-420","BR"
"Rua Celina","Bragança Paulista","SP","12912-040","BR"
"Rua Antilhas","Bragança Paulista","SP","12913-022","BR"
"Rua Castro Alves","Bragança Paulista","SP","12914-300","BR"
"Rua Justina Chiovatto","Bragança Paulista","SP","12916-180","BR"
"Rua da Agricultura","Santa Bárbara D'Oeste","SP","13454-005","BR"
"Rua Taubaté","Santa Bárbara D'Oeste","SP","13454-052","BR"
"Rua da Borracha","Santa Bárbara D'Oeste","SP","13454-206","BR"
"Rua Cassiano Ricardo","Santa Bárbara D'Oeste","SP","13457-003","BR"
"Rua Ismael Alves","Santa Bárbara D'Oeste","SP","13457-110","BR"
"Rua Francisco Egydio de Godoy","Santa Bárbara D'Oeste","SP","13457-145","BR"
"Rua Ipiranga","Santa Bárbara D'Oeste","SP","13458-031","BR"
"Rua Freire de Andrade","Santa Bárbara D'Oeste","SP","13458-046","BR"
"Rua João Luiz Erbolato","Santa Bárbara D'Oeste","SP","13458-188","BR"
"Praça Comendador Müller","Americana","SP","13465-289","BR"
"Rua Argentina","Americana","SP","13465-690","BR"
"Rua Alexandre Herculano","Americana","SP","13469-010","BR"
"Rua Santo Onofre","Americana","SP","13469-416","BR"
"Rua São Thiago","Americana","SP","13469-425","BR"
"Rua Anísio Teixeira","Americana","SP","13474-461","BR"
"Rua Leopoldo Froes","Americana","SP","13474-651","BR"
"Rua Cinco","Americana","SP","13475-175","BR"
"Estrada Praia Azul","Americana","SP","13476-010","BR"
"Rua Félicio Zamperlin","Americana","SP","13476-622","BR"
"Rua Emílio Leão Brambilla","Americana","SP","13478-170","BR"
"Rua Quadros Sobrinho","Limeira","SP","13480-223","BR"
"Rua Olavo Ferreira","Limeira","SP","13480-503","BR"
"Rua Adinir Irineu de Gaspari","Limeira","SP","13481-104","BR"
"Rua Jaciel Leandro de Souza","Limeira","SP","13481-712","BR"
"Rodovia Limeira-Piracicaba","Limeira","SP","13482-383","BR"
"Rua Joaquim Daniel dos Santos","Limeira","SP","13482-384","BR"
