STREET,CITY,REGION,ZIP,COUNTRY,LONGITUDE,LATITUDE
4ª Travessa da Matriz,Salvador,BA,41301-528,BR,-38.43864,-12.87847
2ª Travessa Jatobá,Salvador,BA,41510-199,BR,-38.42946,-12.88321
Alameda da Suiça,Salvador,BA,41510-358,BR,-38.40854,-12.88081
Rua Marcos Pinheiro,Salvador,BA,41650-472,BR,-38.37875,-12.9369
2ª Travessa Cinco de Novembro,Salvador,BA,41905-145,BR,-38.47877,-13.01091
1ª Travessa da Fonte,Salvador,BA,42505-025,BR,-38.62161,-12.77184
Rua Desembargador Teixeira de Freitas,Candeias,BA,43810-235,BR,-38.54558,-12.66369
Rua Trinta e Quatro,Vitória da Conquista,BA,45037-770,BR,-40.82689,-14.91124
Rua Ridufino Rodrigues de Oliveira,Montes Claros,MG,39402-738,BR,-43.87207,-16.73667
Rua Pio XII,Teófilo Otoni,MG,39803-261,BR,-41.50564,-17.88384
Rua Zuleika Moreira Barbosa,Pará de Minas,MG,35661-080,BR,-44.57359,-19.86734
Rua Cláudia R. França Alves,Itaúna,MG,35680-548,BR,-44.57674,-20.07269
Rua Rolândia,Sete Lagoas,MG,35701-316,BR,-44.22832,-19.43261
Rua Canaã,Itabira,MG,35900-478,BR,-43.22315,-19.64901
Rua Oitenta e Seis,Contagem,MG,32070-020,BR,-44.11644,-19.90941
Rua Vinte e Seis,Contagem,MG,32143-670,BR,-44.03704,-19.91803
Rua Coronel Valdivino Costa,Contagem,MG,32186-420,BR,-44.01307,-19.85163
Rua Palermo,Contagem,MG,32340-240,BR,-44.05327,-19.94437
Rua João Inácio da Silva,Betim,MG,32604-462,BR,-44.19666,-19.95227
Rua José Afonso Pinheiro,Juiz de Fora,MG,36031-040,BR,-43.34918,-21.78896
Alameda Doutor Roberto Repeto,Juiz de Fora,MG,36072-140,BR,-43.43997,-21.7157
Rua Feliciano Campagnacci,Juiz de Fora,MG,36088-512,BR,-43.44457,-21.70569
Travessa Arvoredo,São João Del Rei,MG,36301-148,BR,-44.25409,-21.12203
Rua Dozolina Botta,Uberaba,MG,38038-316,BR,-47.91599,-19.72264
Rua Barbosa Cauhi,Uberaba,MG,38082-159,BR,-47.89569,-19.75735
Rua Gassan André Andraus,Ituiutaba,MG,38305-529,BR,-49.46196,-19.0034
Rua Padre João,Araguari,MG,38440-145,BR,-48.18171,-18.63949
Praça Humberto Eustáquio Porto,Patos de Minas,MG,38703-534,BR,-46.51569,-18.59092
Praça Clarindo Teixeira Pinto,Patos de Minas,MG,38705-377,BR,-46.51756,-18.61355
Rua Sebastião Diniz,Montes Claros,MG,39400-368,BR,-43.85683,-16.72709
Praça Doutor Carlos Versiani,Montes Claros,MG,39400-612,BR,-43.86522,-16.72308
Avenida Geraldo Athayde,Montes Claros,MG,39400-622,BR,-43.8596,-16.71823
Rua Tupis,Montes Claros,MG,39401-068,BR,-43.87574,-16.72544
Rua 1,Brasília,DF,71070-501,BR,-48.02791,-15.75247
Quadra 205 Conjunto 1,Brasília,DF,72610-501,BR,-48.066,-15.90599
Condomínio Residencial Buritis Quadra A,Brasília,DF,72669-301,BR,-47.84932,-15.79664
Rua Vasco Venâncio Soares,Dourados,MS,79814-111,BR,-54.81093,-22.22911
Rua Joaquim Luiz Azambuja,Dourados,MS,79822-490,BR,-54.85192,-22.21904
Rua Thealmo João Ioris,Dourados,MS,79823-503,BR,-54.84952,-22.21564
Rua Antônio Spoladore,Dourados,MS,79823-732,BR,-54.83741,-22.21738
Rua Carlos Gonçalves Dutra,Itajaí,SC,88302-370,BR,-48.65616,-26.91983
Travessa Nazário Tomé Linhares,Itajaí,SC,88304-108,BR,-48.68219,-26.90977
Rua das Buganvilias,Itajaí,SC,88308-195,BR,-48.69478,-26.91904
Rua Biguaçu,Itajaí,SC,88309-470,BR,-48.69802,-26.90505
Rua Leonesa Pereira Motta,Balneário Camboriú,SC,88336-115,BR,-48.6048,-27.03074
Rua BF34,Goiânia,GO,74477-158,BR,-49.33896,-16.59097
Rua Cristóvão Colombo,Goiânia,GO,74553-490,BR,-49.3587,-16.68236
Rua F2,Goiânia,GO,74583-510,BR,-49.364,-16.60523
Quadra 726,Luziânia,GO,72856-726,BR,-47.93262,-16.24311
Rua 72,Valparaíso de Goiás,GO,72872-368,BR,-48.02068,-16.08698
Rua Doutor Reynaldo Machado,Curitiba,PR,80215-010,BR,-49.25797,-25.44579
Avenida Vicente Machado,Curitiba,PR,80440-020,BR,-49.29798,-25.44157
Rua Doutor Lauro Wolff Valente,Curitiba,PR,81070-010,BR,-49.29702,-25.47456
Rua São Leopoldo Mandic,Curitiba,PR,81170-060,BR,-49.32127,-25.51009
Rua Professor Pedro Viriato Parigot de Souza,Curitiba,PR,81200-452,BR,-49.22275,-25.43202
Rua Sebastião Venâncio Foster,Brusque,SC,88352-520,BR,-48.89288,-27.08085
Rua Encontrista Artur Alfredo Galvez,Navegantes,SC,88372-818,BR,-48.63721,-26.83702
Rua Jairo Luiz Ramos,Lages,SC,88508-604,BR,-50.31099,-27.80184
Rua Bernardo Guimarães,Lages,SC,88511-087,BR,-50.30952,-27.82516
Travessa 2,Goiânia,GO,74633-375,BR,-49.34584,-16.68887
Rua 9,Anápolis,GO,75075-360,BR,-48.95295,-16.32866
Rua Dona Carime,Anápolis,GO,75084-140,BR,-48.93468,-16.31375
Avenida Pinheiros,Anápolis,GO,75090-130,BR,-48.91142,-16.31143
Praça Rudolfo Miguel Hansel,Curitiba,PR,81770-772,BR,-49.27654,-25.43998
Rua Domingos Strapasson,Curitiba,PR,82320-040,BR,-49.33411,-25.4064
Rua Campos Salles,Lages,SC,88520-405,BR,-50.30204,-27.79748
Rua Doze de Outubro,Tubarão,SC,88706-248,BR,-48.99307,-28.49305
Rua Seriguela,Fazenda Rio Grande,PR,83820-792,BR,-49.28696,-25.63894
Rua Boleslau Brigola,Ponta Grossa,PR,84022-240,BR,-50.10886,-25.06612
Rua Gonçalves Dias,Chapecó,SC,89805-053,BR,-52.62162,-27.08638
Rua Humaitá,Chapecó,SC,89805-295,BR,-52.63003,-27.06265
Rua José Lourenço,Manaus,AM,69099-273,BR,-59.94407,-3.01314
Rua 7 de Setembro,Parintins,AM,69151-464,BR,-56.73404,-2.62717
Rua CC-21,Boa Vista,RR,69318-100,BR,-60.77674,2.79593
Quadra Orla 14 Alameda 3,Palmas,TO,77026-020,BR,-48.15256,-10.31632
Rua P,Gurupi,TO,77413-400,BR,-49.07781,-11.7239
Rua M,Gurupi,TO,77413-810,BR,-49.08311,-11.7115
Rua Jatuarana,Ariquemes,RO,76870-232,BR,-63.05371,-9.9078
Rua Ademar Bontorin,Colombo,PR,83403-250,BR,-49.21238,-25.35132
Rua da Jaboticabeira,Colombo,PR,83407-640,BR,-49.17135,-25.33961
Rua João Gaiovski,Colombo,PR,83413-670,BR,-49.1685,-25.38539
Beco Graciliano Ramos,Manaus,AM,69036-162,BR,-60.0593,-3.10229
Alameda Marechal Rondon,Jataí,GO,75804-333,BR,-51.7447,-17.87832
Rua 12A,Rio Verde,GO,75900-067,BR,-50.49075,-17.97036
Rua 25,Rio Verde,GO,75906-488,BR,-50.922847154936,-17.797298140847303
,Heitoraí,GO,76670-000,BR,-49.82385,-15.72418
Rua Santa Sofia,Blumenau,SC,89053-190,BR,-49.073,-26.88364
Rua Visconde da Pedra Branca,Manaus,AM,69058-660,BR,-60.00291,-3.06185
Rua Doutor José Pimentel,Criciúma,SC,88811-090,BR,-49.36784,-28.67106
Rua das Laranjeiras,Criciúma,SC,88811-430,BR,-49.34015,-28.66034
Avenida Segunda Radial,Goiânia,GO,74850-040,BR,-49.24216,-16.71497
Rua Manoel Barbosa Damasceno,Goiânia,GO,74870-251,BR,-49.25645,-16.67931
Rua Skyny,Aparecida de Goiânia,GO,74923-005,BR,-49.25152,-16.82261
Rua Paquetá,Aparecida de Goiânia,GO,74942-050,BR,-49.3119,-16.78091
Rua Cristal,Aparecida de Goiânia,GO,74959-228,BR,-49.30216,-16.81676
Rua VP 5D,Anápolis,GO,75132-120,BR,-48.94729,-16.40454
Rua Carlota Silva Rossi,Itumbiara,GO,75522-190,BR,-49.20146,-18.41159
Rua 21,Itumbiara,GO,75526-180,BR,-49.2076,-18.40338
Rua 604,Catalão,GO,75712-360,BR,-47.9423,-18.17382
Rua Waldomiro Dombeck,Curitiba,PR,82540-095,BR,-49.2429,-25.39586
Rua Benedito França,Curitiba,PR,82810-540,BR,-49.20656,-25.43859
Travessa Anilton Vitor Anastácio,Araranguá,SC,88902-548,BR,-49.54423,-28.99483
Rua Aloísio Wippel,Blumenau,SC,89040-280,BR,-49.12309,-26.93009
Rua São Francisco de Canindé,Manaus,AM,69015-310,BR,-60.02667,-3.00681
Rua Celso Elias Barause,Campo Largo,PR,83602-036,BR,-49.52738,-25.48564
Rua Maria Joezina Ferreira,Campo Largo,PR,83604-562,BR,-49.5752,-25.47383
Rua Joseph August Henning,Jaraguá do Sul,SC,89253-427,BR,-49.1062,-26.49756
Rua Augusto Wunderwald,São Bento do Sul,SC,89282-610,BR,-49.32764,-26.21371
Rua Edson Noriller,São Bento do Sul,SC,89287-165,BR,-49.40058,-26.25354
Travessa Cupiúba,Manaus,AM,69088-736,BR,-59.95443,-3.10992
Rua Ximana,Manaus,AM,69090-329,BR,-59.98681,-3.0389
Rua Jardinópolis,Manaus,AM,69098-114,BR,-60.00444,-3.10027
Rua Nova Brasilândia,Ariquemes,RO,76875-774,BR,-63.01718,-9.91496
Rua Juriti,Ariquemes,RO,76876-224,BR,-63.02675,-9.92016
Rua Treze de Setembro,Ji-Paraná,RO,76900-781,BR,-61.97108,-10.87086
Rua João Muryn,Araucária,PR,83707-040,BR,-49.36179,-25.54169
Rua Gonçalves Dias,Chapecó,SC,89805-053,BR,-52.62373,-27.08686
Rua Recanto Som do Mar,Caraguatatuba,SP,11676-248,BR,-45.40746,-23.6227
Rua Pegasso,Caraguatatuba,SP,11676-535,BR,-45.35229,-23.61078
Avenida Presidente Castelo Branco,Praia Grande,SP,11700-805,BR,-46.5047,-24.04191
Rua Estância Velha,Itaquaquecetuba,SP,08590-035,BR,-46.27614,-23.44834
Rua Hélio de Souza Melo,Suzano,SP,08616-876,BR,-46.2937,-23.5663
Rua José de Oliveira,São Paulo,SP,04930-170,BR,-46.75393,-23.6798
Rua Cerro Corá,São Paulo,SP,05061-906,BR,-46.71326,-23.53527
Avenida Raimundo Pereira de Magalhães,São Paulo,SP,05145-901,BR,-46.72233,-23.4468
Avenida Chica Luísa,São Paulo,SP,05183-270,BR,-46.75538,-23.44932
Rua Carlos Ebolu,São Paulo,SP,05183-290,BR,-46.75124,-23.45293
Rua Elis Regina,São Paulo,SP,05273-010,BR,-46.80444,-23.43784
Rua Carlos Alberto Soares de Freitas,São Paulo,SP,05328-105,BR,-46.65993,-23.4843
Rua Florêncio de Abreu,São Paulo,SP,01029-901,BR,-46.63307,-23.53594
Praça Doutor João Mendes,São Paulo,SP,01501-001,BR,-46.63323,-23.55281
Rua Heitor Peixoto,São Paulo,SP,01543-000,BR,-46.626,-23.57472
Rua Carlos Alberto Luiz,São Paulo,SP,02207-080,BR,-46.58714,-23.48694
Travessa Ana Ferrara,São Paulo,SP,02209-150,BR,-46.58202,-23.48609
Travessa Xavier,São Paulo,SP,08021-227,BR,-46.43595,-23.50248
Avenida Coca,São Paulo,SP,08030-000,BR,-46.42803,-23.50346
Travessa Anivaldo Lopes,São Paulo,SP,08080-096,BR,-46.77447,-23.57858
Rua Paulo Setúbal,São Bernardo do Campo,SP,09732-220,BR,-46.56445,-23.6821
Rua Sapucaia,São Bernardo do Campo,SP,09765-620,BR,-46.52567,-23.71147
Rua Nobre,São Bernardo do Campo,SP,09772-000,BR,-46.53059,-23.7089
Passagem Mãe Rainha,Diadema,SP,09990-104,BR,-46.62583,-23.6889
Rua Ribeirão Preto,São Vicente,SP,11347-710,BR,-46.4536,-23.9784
Avenida Galeão Coutinho,São Vicente,SP,11365-000,BR,-46.39303,-23.94141
Avenida Romão Fidalgo Salgado Neto,Guarujá,SP,11445-450,BR,-46.1876,-23.94812
Rua Jaraguá,Guarujá,SP,11461-540,BR,-46.23041,-23.97829
Praça Antônio Alves Vilares da Silva,São Paulo,SP,03906-080,BR,-46.50952,-23.58179
Avenida Ireré,São Paulo,SP,04064-004,BR,-46.6461,-23.6268
Rua Capão da Serra,São Paulo,SP,04289-090,BR,-46.61546,-23.6088
Avenida Santa Catarina,São Paulo,SP,04378-000,BR,-46.66462,-23.64508
Avenida Professor Francisco Morato,São Paulo,SP,05520-300,BR,-46.74708,-23.60576
Rua Antônio Cardoso Pereira,São Paulo,SP,05546-140,BR,-46.77037,-23.58678
Rua Iquiririm,São Paulo,SP,05586-000,BR,-46.72497,-23.57235
Travessa Oswald de Andrade,Osasco,SP,06070-340,BR,-46.77956,-23.54534
Rua Bom Conselho,Osasco,SP,06124-320,BR,-46.7951,-23.54423
Rua Caibi,Carapicuíba,SP,06355-010,BR,-46.84733,-23.56465
Rua Serra dos Órgãos,Carapicuíba,SP,06360-280,BR,-46.84187,-23.55339
Rua Celso Soncini,Carapicuíba,SP,06361-170,BR,-46.84235,-23.56043
Rua Jacareí,Barueri,SP,06447-070,BR,-46.87883,-23.53842
Alameda São Carlos,Santana de Parnaíba,SP,06542-040,BR,-46.8724,-23.47635
Rua Francisco Tomaz da Silva,Jandira,SP,06624-300,BR,-46.91027,-23.54753
Rua Águas Verdes,Cotia,SP,06706-205,BR,-46.86508,-23.57783
Praça Josefina Galiano Nobre,Caraguatatuba,SP,11667-370,BR,-45.40746,-23.6227
Rua Antônia Veiga Ruiz,Mogi das Cruzes,SP,08773-060,BR,-46.19903,-23.51709
Rua Sebastião Vasconcelos Filho,Mogi das Cruzes,SP,08775-395,BR,-46.18415,-23.50089
Rua Lilás,Santo André,SP,09160-354,BR,-46.46465,-23.76845
Avenida dos Estados,Santo André,SP,09210-580,BR,-46.5363,-23.63433
Rua Jandaia,Santo André,SP,09240-700,BR,-46.52247,-23.62949
Travessa Itaqui,Santo André,SP,09272-434,BR,-46.49266,-23.64932
Rua Letícia,Ribeirão Pires,SP,09445-200,BR,-46.36076,-23.71248
Viela Caxinguelê,Embu das Artes,SP,06807-817,BR,-46.80358,-23.6632
Rua Soldado Antônio Mathias Camargo,Guarulhos,SP,07031-280,BR,-46.54964,-23.5017
Rua Peri Mirim,Guarulhos,SP,07053-010,BR,-46.55675,-23.47511
Rua Treze,Guarulhos,SP,07075-430,BR,-46.41142,-23.42798
Praça Rubil de Almeida Barbosa,Guarulhos,SP,07130-450,BR,-46.50768,-23.44353
Viela Cerro Corá,Guarulhos,SP,07152-211,BR,-46.46937,-23.40403
Rua Resende Costa,Guarulhos,SP,07176-458,BR,-46.3971,-23.40551
Rua Laércio Nazareno,Guarulhos,SP,07230-620,BR,-46.50768,-23.44353
Rua Zulu,Guarulhos,SP,07272-050,BR,-46.42362,-23.46744
Avenida das Palmeiras,Arujá,SP,07434-535,BR,-46.32538,-23.41792
Rua Santo Antonio,Caieiras,SP,07700-050,BR,-46.73918,-23.36175
Rua Antonio Francisco Leme,Caieiras,SP,07713-305,BR,-46.74535,-23.34948
Rua Mário Andreatini,Cotia,SP,06721-507,BR,-46.93191,-23.62438
Rua Casa de Emaús,São Paulo,SP,04455-410,BR,-46.67504,-23.68366
Rua Antônio Masi,São Paulo,SP,04671-330,BR,-46.68987,-23.66178
Avenida Engenheiro Eusébio Stevaux,São Paulo,SP,04696-000,BR,-46.69155,-23.68138
Rua Cancioneiro Popular,São Paulo,SP,04710-000,BR,-46.69471,-23.63001
Rua Acari,São Paulo,SP,04730-080,BR,-46.722,-23.64069
Avenida das Nações Unidas,São Paulo,SP,04795-913,BR,-46.70225,-23.62284
Rua Eduardo Ramos,São Paulo,SP,04822-270,BR,-46.69349,-23.7354
Rua Rogério Nazaro da Silva,Presidente Prudente,SP,19140-025,BR,-51.29929,-21.80277
Rua Amélia de Jesus Madeira,Ourinhos,SP,19902-444,BR,-49.86029,-22.99672
Travessa Sebastiana,Rio de Janeiro,RJ,20943-530,BR,-43.68442,-22.97939
Rua Godofredo Vidal,Rio de Janeiro,RJ,21535-230,BR,-43.33559,-22.81319
Rua Shecknah,Rio de Janeiro,RJ,21725-252,BR,-43.35286,-22.89832
Rua Georgias,Rio de Janeiro,RJ,21770-220,BR,-43.43648,-22.88638
Rua Lauro Thibes Cordeiro,Itapetininga,SP,18214-719,BR,-48.00214,-23.58008
Rua Eliza Pinto da Silveira,Tatuí,SP,18274-660,BR,-47.85024,-23.39845
Rua das Violetas,Capão Bonito,SP,18304-763,BR,-48.33957,-24.00427
Praça do Correio,Itapeva,SP,18400-970,BR,-48.62877,-24.06584
Rua Severino Alves Rodrigues de Oliveira,Itapeva,SP,18404-510,BR,-48.85432,-24.00603
Rua Luiz Vizotto,Botucatu,SP,18601-696,BR,-48.43458,-22.90351
Rua Icatuaçu,São Paulo,SP,02757-100,BR,-46.68573,-23.48518
Praça Joaquim Vagliengo,São Paulo,SP,02831-040,BR,-46.62653,-23.47666
Rua Cristóvão Santiago,São Paulo,SP,02871-040,BR,-46.67374,-23.46189
Rua Nova Era,São Paulo,SP,02968-010,BR,-46.71033,-23.48511
Rua Três Lagoas,São Paulo,SP,03254-210,BR,-46.53232,-23.61334
Praça Lions Clube de Vila Matilde,São Paulo,SP,03541-005,BR,-46.39644,-23.49824
Rua Macaóca,São Paulo,SP,03572-170,BR,-46.49923,-23.57747
Rua Luciano Antônio Rodrigues,São Paulo,SP,03712-040,BR,-46.53124,-23.50683
Rua Antonio Puga Archilla,Atibaia,SP,12944-310,BR,-46.5869,-23.13141
Rua Carlos Fiolo,Campinas,SP,13058-149,BR,-47.19785,-22.9685
Rua Terceiro-Sargento-Polícia Militar Alexandre de Souza Roberto,São José dos Campos,SP,12226-370,BR,-45.8872,-23.17925
Rua Arnaldo Pinto Pereira,São José dos Campos,SP,12244-310,BR,-45.9371,-23.20022
Rua Walter Durst,Jacareí,SP,12301-611,BR,-45.94286,-23.26715
Rua da Penha,Jacareí,SP,12307-700,BR,-45.95556,-23.30365
Rua Doutor Antonio Atallah,Ribeirão Preto,SP,14079-624,BR,-47.7583,-21.14674
Rua Mozart Gomes Martins,Ribeirão Preto,SP,14098-834,BR,-47.78081,-21.23758
Rua Guerino Molesin,Sertãozinho,SP,14164-110,BR,-47.99626,-21.11983
Rua Rodrigo da Silva Teodoro,Franca,SP,14406-804,BR,-47.45739,-20.53726
Rua Daniel Martins Tristão,Franca,SP,14406-814,BR,-47.45699,-20.53756
Rua Jair dos Santos,Guaratinguetá,SP,12518-290,BR,-45.1784,-22.78552
Rua Eunice Bastos Galvão,Lorena,SP,12609-110,BR,-45.11925,-22.7527
Rua Voluntário Juvenal Vasconcelos,Bragança Paulista,SP,12908-411,BR,-46.54489,-22.93625
Rua Justina Chiovatto,Bragança Paulista,SP,12916-180,BR,-46.54086,-22.97411
Rua Freire de Andrade,Santa Bárbara D'Oeste,SP,13458-046,BR,-47.41144,-22.76984
Rua João Luiz Erbolato,Santa Bárbara D'Oeste,SP,13458-188,BR,-47.41974,-22.77582
Rua Argentina,Americana,SP,13465-690,BR,-47.33736,-22.74362
Rua São Thiago,Americana,SP,13469-425,BR,-47.31384,-22.71942
Rua Leopoldo Froes,Americana,SP,13474-651,BR,-47.2909,-22.70155
Rua Adinir Irineu de Gaspari,Limeira,SP,13481-104,BR,-47.40484,-22.60074
Rua Atirador Paulo Roberto Vialle,Limeira,SP,13484-312,BR,-47.41121,-22.55977
Rua 5 RV,Rio Claro,SP,13506-136,BR,-47.56281,-22.41175
Via de Acesso H,São Carlos,SP,13565-297,BR,-47.90037,-21.97208
Rua Sylvio Moreira,Campinas,SP,13086-708,BR,-47.04538,-22.78456
Rua Alcides Fernandes Carvalho,Campinas,SP,13087-551,BR,-47.14708,-22.8878
Rua Delacir Toffoli,Campinas,SP,13098-765,BR,-46.99626,-22.78669
Rua Angelina Vicentim Beraldo,Paulínia,SP,13148-066,BR,-47.13638,-22.75969
Rua Izaltine Orlandine Terra,Sumaré,SP,13177-452,BR,-47.23169,-22.79144
Rua Adelino Crispiliano,Hortolândia,SP,13184-695,BR,-46.90777,-23.17099
Rua João Buscato,Jundiaí,SP,13205-180,BR,-46.8567,-23.25314
Rua Benedito Rigolo,Jundiaí,SP,13218-033,BR,-46.9886,-23.18391
Avenida Yolanda Ferreira Breda,Jundiaí,SP,13218-300,BR,-46.85713,-23.18681
Rua Borda da Mata,Várzea Paulista,SP,13222-281,BR,-46.8192,-23.1914
Avenida Alfried Krupp,Campo Limpo Paulista,SP,13231-900,BR,-46.78404,-23.20658
Rua Pintassilgo,Campo Limpo Paulista,SP,13236-221,BR,-46.79786,-23.20985
Travessa Luiz Rossi,Itatiba,SP,13253-413,BR,-46.82164,-23.00646
Rua Luiz de Oliveira Martins Alves Júnior,Itu,SP,13310-510,BR,-47.35147,-23.40378
Rua José Antônio Sbrissa,Itu,SP,13312-860,BR,-47.31142,-23.28245
Alameda dos Uirapurus,Indaiatuba,SP,13341-210,BR,-47.16592,-23.10011
Rua Oscar Ribeira,Indaiatuba,SP,13348-410,BR,-47.23702,-23.12152
Rua Carlos Raya,Piracicaba,SP,13402-251,BR,-47.66997,-22.74523
Rua Maria Cecília Machado Bonachella,Piracicaba,SP,13402-376,BR,-47.67378,-22.73984
Rua Elias Cândido de Souza,Franca,SP,14409-175,BR,-47.39644,-20.51014
Rua João Ciomino,Araraquara,SP,14805-356,BR,-48.18372,-21.71945
Rua Nicolla Fiorentino,São Carlos,SP,13565-575,BR,-47.88345,-21.95766
Rua Oswaldo Denari,São Carlos,SP,13568-600,BR,-47.8574,-22.00316
Rua Emerson Radamés Gatto,São Carlos,SP,13568-640,BR,-47.84764,-22.01687
Rua José Zanetti,São Carlos,SP,13573-400,BR,-47.87992,-22.06686
Rua Adolfo Matthiensen,Araras,SP,13601-356,BR,-47.38751,-22.37622
Rua Heloísa de Figueiredo Ferraz,Mococa,SP,13737-120,BR,-45.30102,-23.57088
Rua São José dos Pinhais,Mogi Guaçu,SP,13846-124,BR,-46.95567,-22.34388
Rua Orlando Girard Franco,Mogi Guaçu,SP,13848-226,BR,-46.92815,-22.33141
Rua Doutor Virgílio Paiva Júnior,Amparo,SP,13900-271,BR,-46.74994,-22.69918
Rua Maria Castelucci,Amparo,SP,13901-264,BR,-46.77799,-22.69789
Rua O,Ribeirão Preto,SP,14021-729,BR,-47.7672,-21.14485
Rua Vitória,Jales,SP,15707-702,BR,-50.55908,-20.24439
Rua das Tulipas,Catanduva,SP,15804-380,BR,-48.95385,-21.11178
Via Narciso Baldan,Matão,SP,15990-460,BR,-48.33761,-21.60949
Rua José Guimarães Marques de Oliveira,Araçatuba,SP,16018-080,BR,-50.43909,-21.22484
Rua Imaculado Coração de Maria,Araçatuba,SP,16050-683,BR,-50.44896,-21.1939
Rua São Luiz,Araçatuba,SP,16050-685,BR,-50.47377,-21.17535
Praça Domingos Lot,Birigui,SP,16203-022,BR,-50.33493,-21.29445
Rua Augusto Silva,Birigui,SP,16204-009,BR,-50.35124,-21.30065
Rua Benjamin Constant,Andradina,SP,16900-447,BR,-51.3762,-20.9078
Rua José Bombini,Bauru,SP,17022-124,BR,-49.06458,-22.27553
Rua Agostinho Fornetti,Bauru,SP,17063-430,BR,-49.09143,-22.30971
Rua Alfredo Leitão,Jaú,SP,17205-080,BR,-48.56829,-22.29113
Rua Olívio Crozera,Jaú,SP,17208-433,BR,-48.55996,-22.27113
Rua Sérgio Faria,Marília,SP,17512-450,BR,-49.96271,-22.14723
Rua Edgard Silva Lima,Marília,SP,17527-030,BR,-49.97107,-22.22682
Viela Paulo Miranda,Sorocaba,SP,18022-050,BR,-47.47605,-23.49845
Rua Itapura,Sorocaba,SP,18044-290,BR,-47.47455,-23.51439
Rua Osmar Ramos Tocantins,Jaboticabal,SP,14875-456,BR,-48.34511,-21.25435
Avenida Jesus Vilanova Vidal,São José do Rio Preto,SP,15020-060,BR,-49.40507,-20.81745
Rua Ivete Moreno Cetrone,São José do Rio Preto,SP,15054-632,BR,-49.32853,-20.75787
Rua Nair dos Santos Lima,São José do Rio Preto,SP,15090-290,BR,-49.39558,-20.84017
Rua dos Guatambus,Jales,SP,15704-248,BR,-50.54733,-20.28046
Praça Teotônio Brandão Vilela,Itapetininga,SP,18205-750,BR,-48.04465,-23.5848
Avenida Doutor Evandro Ruivo,Itapetininga,SP,18207-700,BR,-48.07609,-23.61252
Rua Josephina Peternussi Girotto,Presidente Prudente,SP,19045-290,BR,-51.37981,-22.14506
Rua Waldir Greghi,Presidente Prudente,SP,19100-380,BR,-51.39899,-22.08958
Rua Lisboa,Serra,ES,29163-529,BR,-40.23303,-20.21542
Avenida Braúna,Serra,ES,29167-124,BR,-40.2514,-20.1951
Rua Reinaldo Pereira Carvalho,Colatina,ES,29704-715,BR,-40.67173,-19.49218
Rua Bahia,Colatina,ES,29709-366,BR,-40.70584,-19.52776
Rua Rio Branco,Betim,MG,32676-290,BR,-44.17684,-19.93644
Rua Carlos Antônio Cândido,Santa Luzia,MG,33010-474,BR,-43.93115,-19.76782
Rua Josias Gonçalves Moraes,Ribeirão das Neves,MG,33822-517,BR,-44.0892,-19.82424
Rua José Nelson,Sabará,MG,34575-380,BR,-43.84071,-19.87968
Rua Gávea,Sabará,MG,34710-540,BR,-43.89928,-19.88129
Rua Pedro Fernandes Morais,Governador Valadares,MG,35030-309,BR,-41.95036,-18.84821
Rua Bezerra de Araújo,Governador Valadares,MG,35044-970,BR,-41.94655,-18.88649
Rua Nilo Peçanha,Ipatinga,MG,35160-271,BR,-42.5662,-19.51217
Rua Açafrão,Ipatinga,MG,35162-313,BR,-42.53638,-19.46694
Rua UI,Seropédica,RJ,23891-490,BR,-43.69227,-22.76821
Rua Antônio Rosa,Seropédica,RJ,23895-740,BR,-43.73117,-22.71964
Rua São Vicente,Angra dos Reis,RJ,23932-495,BR,-44.29579,-22.9817
Travessa Manoel Farias,Angra dos Reis,RJ,23953-090,BR,-44.53663,-23.01856
Rua Jornalista Irineu Marinho,Niterói,RJ,24230-126,BR,-43.10427,-22.90923
Rua Monte Castelo,Niterói,RJ,24315-310,BR,-43.07215,-22.9023
Rua José de Carvalho Heitor,Niterói,RJ,24358-620,BR,-43.07247,-22.87124
Rua Hoel Nogueira,São Gonçalo,RJ,24471-304,BR,-44.59637,-23.04117
Rua Major Felipe Pinto,São Gonçalo,RJ,24474-175,BR,-44.59637,-23.04117
Rua Auta Rosa,São Gonçalo,RJ,24738-590,BR,-42.94164,-22.85971
Travessa José Luna de Alencar,Itaboraí,RJ,24800-383,BR,-42.86079,-22.74754
Rua Vinte e Um,Itaboraí,RJ,24859-572,BR,-42.84627,-22.74729
Praça Lafaiete Coutinho,Rio de Janeiro,RJ,21831-265,BR,-43.48568,-22.88979
Rua Inhovera,Rio de Janeiro,RJ,21921-720,BR,-43.19306,-22.80506
Praça Benedicta Cunha de Paula,Avaré,SP,18702-593,BR,-48.92336,-23.09902
Rua Armando Silveira,Avaré,SP,18704-574,BR,-48.9362,-23.12806
Rua Enriente Morrino,Rio de Janeiro,RJ,22775-049,BR,-43.37079,-22.97451
Caminho da Furna,Rio de Janeiro,RJ,23017-430,BR,-43.50915,-22.93213
Rua Baliza,Rio de Janeiro,RJ,23055-015,BR,-43.57662,-22.91213
Rua Ararupe,Rio de Janeiro,RJ,23055-310,BR,-43.57447,-22.91351
Rua José Manuel Máximo,Rio de Janeiro,RJ,23073-020,BR,-43.58947,-22.89375
Rua Félix Bernardelli,Rio de Janeiro,RJ,23078-030,BR,-43.58428,-22.88283
Rua Itamaraju,Rio de Janeiro,RJ,23092-632,BR,-43.54189,-22.87538
